"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_cardealership.com","FirstLinkDate_cardealership.com","LastLinkDate_cardealership.com"
493,"billbee.com",13,-1,1,3,154,621729,621729,17/09/2008 00:00,10/01/2013 00:00,"208.131.154.122","208.131.154.0","US","com",0,0,3,03/07/2009 00:00,17/10/2009 00:00
494,"medicalmarijuanatennessee.net",382,-1,1,3,12038,4675,3941,06/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",26,2,3,02/03/2013 00:00,09/08/2013 00:00
495,"blogtop1000.com",17,-1,1,3,30,253,127,23/06/2009 00:00,20/06/2012 00:00,"37.152.88.24","37.152.88.0","ES","com",0,0,3,18/12/2011 00:00,18/12/2011 00:00
496,"leks.net",0,-1,1,3,0,264832,264832,23/10/2010 00:00,29/06/2013 00:00,"78.47.249.188","78.47.249.0","DE","net",0,0,3,15/10/2011 00:00,15/10/2011 00:00
497,"hotokyo.net",285,-1,1,3,3415,50437,13216,25/10/2010 00:00,10/08/2013 00:00,"180.153.108.105","180.153.108.0","CN","net",22,11,3,24/11/2011 00:00,25/11/2011 00:00
498,"businessresourcehq.com",272,-1,1,3,1090,2807,1799,30/04/2008 00:00,11/11/2012 00:00,"208.73.211.152","208.73.211.0","US","com",7,0,3,21/11/2011 00:00,21/11/2011 00:00
499,"globalistgirl.net",613,-1,1,3,7138,43777,23726,17/04/2008 00:00,10/08/2013 00:00,"208.109.181.54","208.109.181.0","US","net",30,4,3,20/04/2013 00:00,20/04/2013 00:00
500,"derrycity.net",20,-1,1,3,327,967352,967352,05/10/2008 00:00,24/07/2013 00:00,"82.98.86.171","82.98.86.0","DE","net",0,0,3,27/11/2011 00:00,27/11/2011 00:00
501,"yoddle.net",1236,-1,1,3,29356,5824006,691324,26/01/2008 00:00,31/07/2013 00:00,"64.74.223.32","64.74.223.0","US","net",15,14,3,09/08/2010 00:00,13/08/2010 00:00
502,"cars104.com",635,-1,1,3,19048,1456713,234770,11/12/2009 00:00,31/07/2013 00:00,"174.120.28.2","174.120.28.0","US","com",15,3,3,18/05/2011 00:00,21/01/2012 00:00
503,"cfdsusa.com",0,-1,1,3,0,514220,514220,25/05/2008 00:00,14/02/2010 00:00,"","","","com",0,0,3,12/01/2009 00:00,12/01/2009 00:00
504,"aqardaily.com",678,-1,1,3,4102,461554,162498,08/06/2010 00:00,10/08/2013 00:00,"64.74.223.43","64.74.223.0","US","com",15,1,3,30/04/2012 00:00,30/04/2012 00:00
505,"cmaynordesigns247.com",214,-1,1,3,4351,11488,9635,12/11/2010 00:00,10/08/2013 00:00,"108.167.177.82","108.167.177.0","US","com",19,5,3,21/11/2011 00:00,21/11/2011 00:00
506,"hcc.ir",14108,-1,1,3,117620,237996,47809,24/01/2008 00:00,10/08/2013 00:00,"192.30.82.242","192.30.82.0","US","ir",19,5,3,19/12/2011 00:00,31/12/2011 00:00
507,"fjlexus.com",44,-1,1,3,95,3,2,01/07/2013 00:00,,"216.241.219.102","216.241.219.0","US","com",7,3,3,29/02/2008 00:00,17/07/2013 00:00
508,"fokakmena.com",906,-1,1,3,126198,752772,140315,25/03/2008 00:00,10/08/2013 00:00,"5.39.50.144","5.39.50.0","FR","com",27,19,3,16/12/2011 00:00,09/11/2012 00:00
509,"nacpsi2009.com",289,-1,1,3,9989,638,544,16/01/2010 00:00,14/04/2012 00:00,"199.101.28.20","199.101.28.0","US","com",7,3,3,30/11/2011 00:00,07/12/2011 00:00
510,"ii99.co",2534,-1,1,3,1006887,150840,122116,26/09/2010 00:00,05/02/2013 00:00,"66.160.134.79","66.160.134.0","US","co",14,6,3,26/09/2010 00:00,31/10/2010 00:00
511,"beq8.com",236,-1,1,3,1838,288147,48667,04/10/2010 00:00,10/08/2013 00:00,"173.254.28.90","173.254.28.0","US","com",9,1,3,17/12/2011 00:00,17/12/2011 00:00
512,"foyleside.com",15,-1,1,3,3174,1026333,1026332,15/06/2009 00:00,12/02/2013 00:00,"82.98.86.167","82.98.86.0","DE","com",0,0,3,23/10/2011 00:00,23/10/2011 00:00
513,"yyi.co",2562,-1,1,3,1004136,196324,128920,26/09/2010 00:00,10/08/2013 00:00,"50.63.202.32","50.63.202.0","US","co",17,2,3,14/11/2010 00:00,13/01/2011 00:00
514,"michaelsavage.co",2551,-1,1,3,1001733,151211,125664,26/09/2010 00:00,01/02/2013 00:00,"199.101.28.20","199.101.28.0","US","co",12,0,3,08/10/2010 00:00,25/01/2011 00:00
515,"mymoneyeveryday.org",1540,-1,1,3,4762,8900,2876,18/11/2010 00:00,04/02/2012 00:00,"91.121.81.175","91.121.81.0","FR","org",10,1,3,13/12/2011 00:00,13/12/2011 00:00
516,"getamajorcreditcard.com",529,-1,1,3,70923,2385,692,11/12/2011 00:00,13/09/2012 00:00,"67.215.66.132","67.215.66.0","US","com",10,5,3,03/06/2012 00:00,19/10/2012 00:00
517,"google.com",26799683,1,1,2,63044647699,10109867288,537445413,09/01/2008 00:00,10/08/2013 00:00,"173.194.75.103","173.194.75.0","US","com",99,99,2,03/10/2011 00:00,23/06/2013 00:00
518,"amazonaws.com",729067,137,1,2,1154694014,158260819,15133490,10/01/2008 00:00,10/08/2013 00:00,"207.171.166.22","207.171.166.0","US","com",75,70,2,08/03/2013 00:00,07/07/2013 00:00
519,"nairaland.com",28991,1027,1,2,862915,4320283,889008,09/01/2008 00:00,10/08/2013 00:00,"74.91.19.186","74.91.19.0","US","com",48,49,2,15/07/2010 00:00,05/03/2012 00:00
520,"kbb.com",137580,1877,1,2,14043564,43854359,1939046,09/01/2008 00:00,10/08/2013 00:00,"23.60.114.233","23.60.114.0","US","com",54,45,2,11/05/2013 00:00,11/05/2013 00:00
521,"angieslist.com",123977,2364,1,2,34008029,13002797,1411896,09/01/2008 00:00,10/08/2013 00:00,"2.20.177.5","2.20.177.0","EU","com",68,68,2,29/03/2008 00:00,29/03/2008 00:00
522,"businesswire.com",489089,6264,1,2,86685206,9264885,1674950,09/01/2008 00:00,10/08/2013 00:00,"204.8.173.27","204.8.173.0","US","com",69,76,2,17/07/2008 00:00,17/07/2008 00:00
523,"asu.edu",355312,6950,1,2,76048618,9696501,2393358,09/01/2008 00:00,10/08/2013 00:00,"129.219.10.58","129.219.10.0","US","edu",67,76,2,22/11/2011 00:00,22/11/2011 00:00
524,"video-bookmark.com",26204,14498,1,2,2193712,3016778,360413,15/06/2010 00:00,10/08/2013 00:00,"85.214.37.178","85.214.37.0","DE","com",35,17,2,13/06/2012 00:00,13/06/2012 00:00
525,"fsu.edu",237067,14896,1,2,43601706,4343588,1693491,09/01/2008 00:00,10/08/2013 00:00,"128.186.6.14","128.186.6.0","US","edu",67,77,2,18/12/2011 00:00,18/12/2011 00:00
526,"lasvegassun.com",174950,17520,1,2,16321394,1987190,922764,09/01/2008 00:00,10/08/2013 00:00,"93.170.92.24","93.170.92.0","NL","com",67,49,2,12/08/2011 00:00,06/08/2012 00:00
527,"lexus.com",59300,20604,1,2,45433907,22708200,1297079,14/01/2008 00:00,10/08/2013 00:00,"23.15.7.96","23.15.7.0","US","com",55,70,2,24/01/2008 00:00,08/08/2013 00:00
528,"buysll.com",1322,23651,1,2,213705,55079,44547,25/07/2012 00:00,10/08/2013 00:00,"208.101.62.195","208.101.62.0","US","com",32,16,2,29/05/2013 00:00,29/05/2013 00:00
529,"kh.edu.tw",114501,24477,1,2,4475964,4531402,1234764,24/01/2008 00:00,10/08/2013 00:00,"163.32.250.6","163.32.250.0","TW","tw",52,39,2,01/02/2012 00:00,01/02/2012 00:00
530,"agrieducation.org",6191,25644,1,2,283370,665880,187939,23/02/2011 00:00,10/08/2013 00:00,"50.63.124.1","50.63.124.0","US","org",29,17,2,20/06/2013 00:00,20/06/2013 00:00
531,"eu5.org",246768,27169,1,2,25173532,3807558,676101,06/04/2010 00:00,10/08/2013 00:00,"5.9.106.213","5.9.106.0","DE","org",60,35,2,27/11/2011 00:00,27/11/2011 00:00
532,"myhuckleberry.com",16066,28505,1,2,1072152,18837754,1507266,10/01/2008 00:00,10/08/2013 00:00,"50.116.119.77","50.116.119.0","US","com",39,32,2,09/03/2013 00:00,09/03/2013 00:00
533,"travian.asia",14832,29130,1,2,1101110,782261,189316,20/03/2009 00:00,10/08/2013 00:00,"92.51.158.118","92.51.158.0","DE","asia",43,31,2,29/03/2013 00:00,29/03/2013 00:00
534,"submit2dir.info",6487,35767,1,2,4291837,457207,342280,08/05/2008 00:00,10/07/2013 00:00,"205.196.211.22","205.196.211.0","US","info",24,14,2,02/03/2013 00:00,02/03/2013 00:00
535,"gaddiposh.com",11336,46682,1,2,272924,1775767,450714,16/01/2008 00:00,10/08/2013 00:00,"209.112.247.174","209.112.247.0","US","com",31,9,2,25/12/2011 00:00,25/12/2011 00:00
536,"123reklam.com",9166,50272,1,2,282266,691220,133305,28/11/2010 00:00,06/08/2013 00:00,"87.98.160.79","87.98.160.0","FR","com",27,9,2,01/12/2011 00:00,01/12/2011 00:00
537,"weber.edu",50517,56568,1,2,3568255,678024,206656,15/01/2008 00:00,10/08/2013 00:00,"137.190.8.10","137.190.8.0","US","edu",47,46,2,08/03/2008 00:00,25/07/2010 00:00
538,"espol.edu.ec",21232,63582,1,2,1194519,1462052,531813,24/01/2008 00:00,10/08/2013 00:00,"192.188.59.33","192.188.59.0","EC","ec",42,49,2,22/11/2011 00:00,22/11/2011 00:00
539,"ad-hoc-news.de",42866,72529,1,2,23637664,9643804,1479173,09/01/2008 00:00,10/08/2013 00:00,"213.73.86.101","213.73.86.0","DE","de",47,45,2,01/07/2008 00:00,01/07/2008 00:00
540,"ylc.edu.tw",86996,82826,1,2,6807667,3523387,1023240,24/01/2008 00:00,09/08/2013 00:00,"163.27.230.31","163.27.230.0","TW","tw",48,24,2,05/01/2012 00:00,01/02/2012 00:00
541,"usdirectory.com",8087,83844,1,2,10586416,18413029,1539261,09/01/2008 00:00,10/08/2013 00:00,"64.135.77.70","64.135.77.0","US","com",39,28,2,04/11/2009 00:00,04/11/2009 00:00
542,"stedwards.edu",31456,97947,1,2,4187719,285166,159775,25/01/2008 00:00,10/08/2013 00:00,"50.56.124.87","50.56.124.0","US","edu",48,61,2,04/01/2012 00:00,13/04/2012 00:00
543,"ofcourse.us",2166,128333,1,2,770809,1165009,353210,13/01/2008 00:00,01/08/2013 00:00,"173.248.188.136","173.248.188.0","US","us",22,27,2,11/12/2011 00:00,11/12/2011 00:00
544,"ever.jp",4537,151753,1,2,1401090,12266837,825971,25/02/2010 00:00,10/08/2013 00:00,"112.78.117.10","112.78.117.0","JP","jp",33,20,2,13/10/2011 00:00,13/10/2011 00:00
545,"rotoinfo.com",8706,156438,1,2,1007251,722323,384971,04/04/2009 00:00,10/08/2013 00:00,"69.65.42.229","69.65.42.0","US","com",60,20,2,06/01/2012 00:00,27/06/2013 00:00
546,"bestdealon.com",7241,160637,1,2,1607501,11017895,1606534,10/01/2008 00:00,10/08/2013 00:00,"198.71.51.140","198.71.51.0","US","com",30,21,2,21/03/2008 00:00,21/03/2008 00:00
547,"spyonvegas.com",3740,186794,1,2,262230,1409479,650578,19/01/2008 00:00,10/08/2013 00:00,"184.106.44.184","184.106.44.0","US","com",37,23,2,12/11/2008 00:00,01/01/2011 00:00
548,"anzwers.com.au",22438,203697,1,2,2059946,816277,499808,09/01/2008 00:00,10/08/2013 00:00,"96.47.43.245","96.47.43.0","US","au",43,33,2,07/02/2010 00:00,23/03/2010 00:00
549,"startslim.be",2252,210194,1,2,74623,4543779,1164450,15/04/2008 00:00,10/08/2013 00:00,"92.48.84.200","92.48.84.0","UK","be",29,19,2,03/05/2010 00:00,03/05/2010 00:00
550,"bigwebdirectory.net",692,223977,1,2,6571,51494,42592,03/11/2009 00:00,07/08/2013 00:00,"174.120.136.78","174.120.136.0","US","net",13,10,2,22/03/2013 00:00,30/06/2013 00:00
551,"lankaentrepreneur.com",7537,230906,1,2,221559,614769,168079,04/02/2010 00:00,10/08/2013 00:00,"174.36.189.20","174.36.189.0","US","com",29,7,2,27/05/2013 00:00,27/05/2013 00:00
552,"facesaerch.com",6325,302411,1,2,291007,3743785,953669,16/08/2008 00:00,10/08/2013 00:00,"46.30.211.54","46.30.211.0","DK","com",34,30,2,18/10/2011 00:00,14/03/2012 00:00
553,"farlink.info",800,353371,1,2,89446,131915,64397,11/08/2010 00:00,10/08/2013 00:00,"108.162.199.33","108.162.199.0","US","info",25,15,2,28/10/2012 00:00,15/01/2013 00:00
554,"viperalley.com",8269,384504,1,2,42867866,4694864,1217679,09/01/2008 00:00,10/08/2013 00:00,"67.228.151.140","67.228.151.0","US","com",32,39,2,20/12/2008 00:00,27/01/2013 00:00
555,"bigfinder.de",12138,428763,1,2,1869979,113498,72123,26/01/2008 00:00,10/08/2013 00:00,"83.133.125.202","83.133.125.0","DE","de",27,14,2,22/10/2011 00:00,22/10/2011 00:00
556,"3ref.com",39,432280,1,2,521,1042185,1042185,26/11/2009 00:00,10/08/2013 00:00,"31.170.162.137","31.170.162.0","US","com",0,0,2,16/09/2010 00:00,16/09/2010 00:00
557,"geniusbot.com",767,529664,1,2,41484,1633414,450676,03/10/2009 00:00,16/06/2013 00:00,"176.9.29.235","176.9.29.0","DE","com",15,3,2,24/07/2010 00:00,02/11/2011 00:00
558,"keycompete.com",2449,577757,1,2,40745,449918,159515,18/01/2008 00:00,28/01/2013 00:00,"84.40.31.179","84.40.31.0","US","com",22,34,2,10/05/2009 00:00,25/12/2011 00:00
559,"leapfish.com",15629,631967,1,2,2346097,7981589,508633,14/01/2008 00:00,10/08/2013 00:00,"66.246.235.59","66.246.235.0","US","com",39,29,2,25/08/2010 00:00,25/08/2010 00:00
560,"dir123.info",540,645863,1,2,14384,39935,10136,09/02/2010 00:00,09/08/2013 00:00,"69.195.100.99","69.195.100.0","US","info",12,7,2,26/07/2012 00:00,26/07/2012 00:00
561,"ukfindit.com",4121,686480,1,2,912763,3986333,1206405,30/01/2008 00:00,10/08/2013 00:00,"108.162.200.32","108.162.200.0","US","com",23,16,2,24/03/2012 00:00,25/06/2012 00:00
562,"gdog.com",630,713964,1,2,6890,112882,82248,13/02/2008 00:00,10/08/2013 00:00,"98.129.229.55","98.129.229.0","US","com",9,1,2,23/12/2011 00:00,27/02/2012 00:00
563,"kimr.pl",18,726999,1,2,91,67480,44644,03/10/2012 00:00,25/05/2013 00:00,"89.73.23.202","89.73.23.0","PL","pl",1,0,2,07/03/2013 00:00,07/03/2013 00:00
564,"makemates.com",1998,740270,1,2,22068,65011,46232,29/10/2010 00:00,09/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",21,5,2,05/12/2011 00:00,05/12/2011 00:00
565,"thestatedtruth.com",11307,837392,1,2,225358,75558,53300,02/01/2010 00:00,10/08/2013 00:00,"184.168.58.1","184.168.58.0","US","com",45,5,2,06/05/2012 00:00,06/05/2012 00:00
566,"doesntexist.org",21038,841479,1,2,3269667,8101798,724772,29/01/2008 00:00,10/08/2013 00:00,"204.13.248.119","204.13.248.0","US","org",29,21,2,04/10/2009 00:00,04/10/2009 00:00
567,"dumbmachine.net",2327,851954,1,2,376271,697937,352300,13/09/2010 00:00,10/08/2013 00:00,"64.71.187.130","64.71.187.0","US","net",35,5,2,20/10/2010 00:00,08/08/2012 00:00
568,"sonfamosos.com",9016,884017,1,2,942627,118198,79677,24/03/2008 00:00,10/08/2013 00:00,"108.174.145.182","108.174.145.0","US","com",48,15,2,15/08/2012 00:00,15/08/2012 00:00
569,"efx3.com",2801,885774,1,2,36541,82743,52367,06/07/2009 00:00,10/08/2013 00:00,"199.192.203.200","199.192.203.0","US","com",29,14,2,06/12/2011 00:00,30/09/2012 00:00
570,"car-s.net",199,-1,1,2,854,111704,48850,25/01/2008 00:00,11/05/2010 00:00,"67.215.66.132","67.215.66.0","US","net",5,1,2,03/10/2008 00:00,03/10/2008 00:00
571,"dartry.net",2,-1,1,2,976,91616,91615,28/11/2009 00:00,05/02/2013 00:00,"82.98.86.167","82.98.86.0","DE","net",0,0,2,17/12/2011 00:00,17/12/2011 00:00
572,"nekilnojamas-turtas.com",3,-1,1,2,196,645131,645131,13/02/2008 00:00,10/08/2013 00:00,"79.98.24.138","79.98.24.0","LT","com",0,0,2,27/01/2009 00:00,27/01/2009 00:00
573,"mufcsearch.co.uk",19,-1,1,2,23,464084,464083,28/02/2010 00:00,17/01/2013 00:00,"91.210.235.70","91.210.235.0","IE","uk",0,0,2,19/08/2010 00:00,19/08/2010 00:00
574,"nevadacountyyellowpages.com",159,-1,1,2,26369,503,499,12/02/2013 00:00,10/08/2013 00:00,"72.232.45.42","72.232.45.0","US","com",29,13,2,26/02/2008 00:00,28/06/2013 00:00
575,"3gmodem.vn",4055,-1,1,2,127430,362740,91163,08/09/2010 00:00,07/08/2013 00:00,"203.119.8.111","203.119.8.0","VN","vn",17,6,2,10/03/2012 00:00,10/03/2012 00:00
576,"sealtcamp.net",2507,-1,1,2,547402,98576,46731,06/09/2008 00:00,04/08/2013 00:00,"69.89.31.78","69.89.31.0","US","net",15,5,2,01/05/2012 00:00,25/05/2013 00:00
577,"luchtop.nl",3930,-1,1,2,33756,52574,15334,31/01/2008 00:00,01/02/2013 00:00,"83.137.194.21","83.137.194.0","NL","nl",10,2,2,31/07/2012 00:00,31/07/2012 00:00
578,"kalazy.me",4144,-1,1,2,52359,44911,34860,02/02/2011 00:00,10/08/2013 00:00,"192.210.141.105","192.210.141.0","US","me",32,5,2,01/12/2011 00:00,01/12/2011 00:00
579,"leaflets.nl",60,-1,1,2,578,1109196,171640,09/01/2008 00:00,16/07/2013 00:00,"78.47.249.188","78.47.249.0","DE","nl",8,0,2,05/11/2011 00:00,25/12/2011 00:00
580,"6y9.net",19404,-1,1,2,196528,198350,47554,02/07/2008 00:00,01/02/2013 00:00,"82.98.135.43","82.98.135.0","ES","net",24,7,2,15/05/2012 00:00,27/07/2012 00:00
581,"laptop-battery-depot.co.uk",887,-1,1,2,6007,4360,2972,23/06/2010 00:00,21/05/2013 00:00,"74.220.199.6","74.220.199.0","US","uk",11,3,2,24/11/2011 00:00,24/11/2011 00:00
582,"yogalsearch.com",778,-1,1,2,797575,1011408,85775,26/05/2010 00:00,24/08/2012 00:00,"64.74.223.37","64.74.223.0","US","com",16,5,2,27/11/2011 00:00,23/06/2012 00:00
583,"nationalbizlist.com",426,-1,1,2,29760,18119,17679,14/12/2009 00:00,10/08/2013 00:00,"72.232.45.42","72.232.45.0","US","com",35,13,2,05/01/2011 00:00,22/07/2013 00:00
584,"frankvandervorm.nl",9574,-1,1,2,68200,148322,85587,04/12/2008 00:00,28/06/2013 00:00,"188.93.150.34","188.93.150.0","NL","nl",21,5,2,04/03/2013 00:00,04/03/2013 00:00
585,"article-depot.net",232,-1,1,2,3475,236210,118169,07/08/2012 00:00,31/07/2013 00:00,"108.167.155.59","108.167.155.0","US","net",11,0,2,11/05/2013 00:00,11/05/2013 00:00
586,"automotive-review.net",2045,-1,1,2,68896,620949,108685,09/09/2008 00:00,09/07/2013 00:00,"66.96.147.111","66.96.147.0","US","net",8,3,2,07/01/2012 00:00,28/01/2012 00:00
587,"yiyeso.com",3411,-1,1,2,166122,1879688,483076,21/08/2009 00:00,09/08/2013 00:00,"122.226.84.39","122.226.84.0","CN","com",23,20,2,10/11/2010 00:00,10/11/2010 00:00
588,"businesskeywords.net",160,-1,1,2,402238,2216365,1031428,26/01/2008 00:00,18/01/2013 00:00,"72.172.91.230","72.172.91.0","US","net",9,0,2,30/06/2009 00:00,30/06/2009 00:00
589,"prestigeautolease.com",16,-1,1,2,4991,1626,1324,13/11/2008 00:00,19/02/2011 00:00,"67.215.66.132","67.215.66.0","US","com",0,0,2,13/11/2008 00:00,13/11/2008 00:00
590,"powinc.com",209,-1,1,2,942,714,339,16/01/2008 00:00,10/08/2013 00:00,"184.106.55.27","184.106.55.0","US","com",21,8,2,25/03/2012 00:00,25/03/2012 00:00
591,"ep2.nl",3230,-1,1,2,83514,652096,181898,28/01/2008 00:00,10/08/2013 00:00,"91.196.168.84","91.196.168.0","NL","nl",29,17,2,19/05/2012 00:00,19/05/2012 00:00
592,"pornnotebook.com",128,-1,1,2,1708,32954,12790,13/10/2009 00:00,30/06/2013 00:00,"67.215.66.132","67.215.66.0","US","com",6,0,2,03/12/2011 00:00,03/12/2011 00:00
593,"parisnewvideo.com",4,-1,1,2,4,451802,451802,17/02/2008 00:00,24/07/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",0,0,2,18/03/2009 00:00,18/03/2009 00:00
594,"financekeywords.net",251,-1,1,2,1071720,2368940,1252092,23/01/2008 00:00,07/08/2013 00:00,"66.235.160.224","66.235.160.0","US","net",6,3,2,25/07/2009 00:00,25/07/2009 00:00
595,"wiki-car.com",937,-1,1,2,160510,323941,27928,20/11/2010 00:00,28/01/2013 00:00,"64.95.64.194","64.95.64.0","US","com",11,0,2,08/04/2011 00:00,01/06/2011 00:00
596,"southbelfast.net",16,-1,1,2,24,70250,70250,24/10/2010 00:00,27/01/2013 00:00,"82.98.86.175","82.98.86.0","DE","net",0,0,2,15/12/2011 00:00,15/12/2011 00:00
597,"medicalmarijuanamassachusetts.net",111,-1,1,2,315,4112,3696,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",19,0,2,30/03/2013 00:00,08/08/2013 00:00
598,"orlandotowing.us",106,-1,1,2,1251,20136,10599,07/11/2010 00:00,04/07/2013 00:00,"173.201.144.1","173.201.144.0","US","us",13,4,2,12/03/2013 00:00,12/03/2013 00:00
599,"medicalmarijuanamississippi.net",114,-1,1,2,1240,6069,5018,27/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",20,0,2,25/07/2013 00:00,25/07/2013 00:00
600,"taze.us",301,-1,1,2,2726,3267,1368,18/08/2010 00:00,10/08/2013 00:00,"173.236.128.85","173.236.128.0","US","us",19,2,2,29/06/2012 00:00,29/06/2012 00:00
601,"windowsinsight.com",124,-1,1,2,3447,16192,12541,25/02/2009 00:00,09/08/2013 00:00,"184.168.221.47","184.168.221.0","US","com",7,7,2,18/06/2009 00:00,18/06/2009 00:00
602,"nestoryarchive.com",10463,-1,1,2,189822,209320,81667,24/01/2009 00:00,08/08/2013 00:00,"199.59.243.106","199.59.243.0","US","com",28,7,2,05/06/2012 00:00,05/06/2012 00:00
603,"yallaa.com",2406,-1,1,2,305022,3221031,695672,10/01/2008 00:00,18/04/2013 00:00,"209.105.242.151","209.105.242.0","US","com",19,35,2,05/12/2008 00:00,05/03/2011 00:00
604,"northlauderdalelaw.com",2,-1,1,2,12,159444,134503,17/12/2008 00:00,27/01/2013 00:00,"82.98.86.179","82.98.86.0","DE","com",0,0,2,24/09/2009 00:00,24/09/2009 00:00
605,"sorealradio.net",14,-1,1,2,158,471,254,28/02/2013 00:00,25/05/2013 00:00,"50.116.67.30","50.116.67.0","US","net",4,0,2,30/06/2012 00:00,28/02/2013 00:00
606,"newsmartech.com",125,-1,1,2,655,761,677,15/12/2011 00:00,,"69.43.161.180","69.43.161.0","US","com",13,6,2,15/12/2011 00:00,15/12/2011 00:00
607,"ii88.vg",2573,-1,1,2,999548,153037,142896,26/09/2010 00:00,27/01/2013 00:00,"66.160.134.68","66.160.134.0","US","vg",12,0,2,17/10/2010 00:00,17/10/2010 00:00
608,"mobilebrowsing.net",3,-1,1,2,3,883772,883772,30/01/2008 00:00,30/01/2013 00:00,"69.43.161.167","69.43.161.0","US","net",0,0,2,07/01/2009 00:00,14/08/2009 00:00
609,"newcarsnews.com",560,-1,1,2,18314,32817,27113,13/01/2008 00:00,08/08/2013 00:00,"69.43.160.156","69.43.160.0","US","com",11,1,2,07/04/2008 00:00,07/04/2008 00:00
610,"titanicquarter.net",29,-1,1,2,5298,378102,378102,09/06/2009 00:00,09/02/2013 00:00,"82.98.86.171","82.98.86.0","DE","net",0,0,2,12/10/2011 00:00,02/11/2011 00:00
611,"edenmore.net",0,-1,1,2,0,259382,259381,04/05/2010 00:00,11/02/2013 00:00,"82.98.86.172","82.98.86.0","DE","net",0,0,2,28/11/2011 00:00,28/11/2011 00:00
612,"mobilei.net",1,-1,1,2,2,359342,359342,29/01/2008 00:00,25/06/2013 00:00,"211.106.65.111","211.106.65.0","KR","net",0,0,2,12/09/2008 00:00,12/09/2008 00:00
613,"las-vegashotel.net",2,-1,1,2,2,3627,3186,08/12/2008 00:00,16/07/2013 00:00,"97.74.42.79","97.74.42.0","US","net",0,0,2,01/01/2009 00:00,01/01/2009 00:00
614,"peerie.com",334,-1,1,2,1539,101687,50616,15/10/2011 00:00,10/08/2013 00:00,"98.129.229.205","98.129.229.0","US","com",14,4,2,07/04/2013 00:00,07/04/2013 00:00
615,"westdublin.com",10,-1,1,2,13,961898,961898,27/09/2009 00:00,04/06/2013 00:00,"82.98.86.173","82.98.86.0","DE","com",0,0,2,27/10/2011 00:00,18/11/2011 00:00
616,"parroquianos.com",9038,-1,1,2,59858,100738,33867,07/02/2008 00:00,17/10/2012 00:00,"107.20.206.69","107.20.206.0","US","com",17,2,2,19/12/2011 00:00,19/12/2011 00:00
617,"golfstrim.net",28154,-1,1,2,383926,985025,229404,26/04/2008 00:00,10/08/2013 00:00,"178.162.182.163","178.162.182.0","DE","net",48,9,2,13/05/2013 00:00,13/05/2013 00:00
618,"veryhappypig.net",15221,-1,1,2,235260,155336,34323,14/07/2009 00:00,10/08/2013 00:00,"81.17.241.192","81.17.241.0","IE","net",20,3,2,03/12/2011 00:00,03/12/2011 00:00
619,"gasta.us",266,-1,1,2,350766,1314330,1314330,15/01/2008 00:00,12/03/2013 00:00,"91.210.235.70","91.210.235.0","IE","us",0,0,2,22/05/2010 00:00,22/06/2010 00:00
620,"ventisearch.net",39,-1,1,2,320688,1289568,1289567,25/01/2008 00:00,01/04/2012 00:00,"67.215.66.132","67.215.66.0","US","net",0,0,2,01/04/2011 00:00,16/04/2011 00:00
621,"homeftp.net",48009,-1,1,2,4139919,3956388,661634,21/01/2008 00:00,10/08/2013 00:00,"204.13.248.119","204.13.248.0","US","net",49,31,2,26/11/2009 00:00,13/12/2009 00:00
622,"laughdomains.us",86,-1,1,2,214051,142236,84977,18/10/2010 00:00,28/05/2013 00:00,"199.59.243.109","199.59.243.0","US","us",11,0,2,12/01/2011 00:00,12/01/2011 00:00
