"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_lorifeldmanattorney.com","FirstLinkDate_lorifeldmanattorney.com","LastLinkDate_lorifeldmanattorney.com"
678,"nodepositcasinosbonuses.com",1466,-1,1,1,10826,406,372,03/10/2012 00:00,10/08/2013 00:00,"173.201.25.49","173.201.25.0","US","com",16,2,1,08/08/2012 00:00,08/08/2012 00:00
679,"nightroyale.com",534,-1,1,1,3120,5020,3799,23/05/2010 00:00,10/08/2013 00:00,"195.110.124.133","195.110.124.0","IT","com",26,6,1,05/12/2011 00:00,05/12/2011 00:00
680,"newsmartech.com",125,-1,1,1,655,761,677,15/12/2011 00:00,,"69.43.161.180","69.43.161.0","US","com",13,6,1,15/12/2011 00:00,15/12/2011 00:00
681,"newsmahal.com",4163,-1,1,1,105273,262105,67386,16/08/2010 00:00,01/08/2013 00:00,"82.98.86.173","82.98.86.0","DE","com",20,3,1,29/11/2011 00:00,29/11/2011 00:00
682,"mostnewdomains.com",112,-1,1,1,1618,73418,27613,15/10/2011 00:00,17/07/2013 00:00,"69.43.161.167","69.43.161.0","US","com",12,3,1,21/10/2011 00:00,21/10/2011 00:00
683,"pasalarkoyu.com",2575,-1,1,1,79264,98504,12482,28/04/2009 00:00,06/08/2013 00:00,"208.43.176.9","208.43.176.0","US","com",13,1,1,14/12/2011 00:00,22/12/2011 00:00
684,"mistisymakeup.com",223,-1,1,1,2664,15906,15099,06/09/2008 00:00,10/08/2013 00:00,"184.170.145.235","184.170.145.0","US","com",21,3,1,03/03/2012 00:00,03/03/2012 00:00
685,"rallyegolfmuseum.com",105,-1,1,1,543,671,340,18/02/2011 00:00,10/08/2013 00:00,"85.214.62.137","85.214.62.0","DE","com",8,1,1,29/11/2011 00:00,14/03/2012 00:00
686,"refer2share.com",5220,-1,1,1,27679,20689,7964,03/05/2008 00:00,10/08/2013 00:00,"208.109.14.114","208.109.14.0","US","com",23,2,1,14/01/2012 00:00,14/01/2012 00:00
687,"thecleansingstory.com",104,-1,1,1,714,986,477,02/04/2008 00:00,10/08/2013 00:00,"208.97.136.200","208.97.136.0","US","com",11,14,1,26/07/2012 00:00,22/12/2012 00:00
688,"thechatroulettegirls.com",1183,-1,1,1,41910,21760,11083,07/10/2010 00:00,10/08/2013 00:00,"97.74.215.191","97.74.215.0","US","com",21,6,1,13/06/2012 00:00,13/06/2012 00:00
689,"thatdamnlesbian.com",31,-1,1,1,49,2572,2159,06/09/2010 00:00,15/09/2012 00:00,"69.89.31.204","69.89.31.0","US","com",5,0,1,26/11/2011 00:00,23/01/2012 00:00
690,"textbookwriting.com",57,-1,1,1,298,108,38,07/07/2013 00:00,10/08/2013 00:00,"68.178.254.228","68.178.254.0","US","com",10,0,1,19/06/2012 00:00,19/06/2012 00:00
691,"technicalstatements.com",728,-1,1,1,32901,144738,100750,19/12/2011 00:00,29/07/2013 00:00,"50.21.182.26","50.21.182.0","US","com",17,10,1,19/03/2013 00:00,01/06/2013 00:00
692,"techappz32.com",2207,-1,1,1,72828,296590,77531,26/10/2010 00:00,15/09/2012 00:00,"64.74.223.38","64.74.223.0","US","com",10,6,1,15/06/2012 00:00,15/06/2012 00:00
693,"suescruton.com",23,-1,1,1,49,1457,7,17/01/2013 00:00,,"74.220.219.79","74.220.219.0","US","com",5,0,1,27/11/2011 00:00,27/11/2011 00:00
694,"subkr.com",2210,-1,1,1,201426,786660,191534,10/09/2009 00:00,10/08/2013 00:00,"119.59.97.160","119.59.97.0","TH","com",14,4,1,29/11/2011 00:00,29/11/2011 00:00
695,"strongholdgames.com",383,-1,1,1,13767,1274,1023,14/04/2011 00:00,10/08/2013 00:00,"184.168.230.45","184.168.230.0","US","com",34,40,1,23/11/2011 00:00,23/11/2011 00:00
696,"rap-dome.com",1449,-1,1,1,16259,144026,47414,13/01/2008 00:00,23/02/2013 00:00,"69.175.104.50","69.175.104.0","US","com",11,9,1,05/09/2012 00:00,05/09/2012 00:00
697,"streetroyaltytv.com",906,-1,1,1,5247,37430,30992,13/10/2009 00:00,25/07/2013 00:00,"97.74.144.108","97.74.144.0","US","com",31,4,1,05/04/2013 00:00,05/04/2013 00:00
698,"riafr.com.vn",1887,-1,1,1,44469,26136,9192,02/06/2009 00:00,10/08/2013 00:00,"103.28.36.15","103.28.36.0","VN","vn",28,3,1,16/05/2012 00:00,16/05/2012 00:00
699,"smallbusinessgrantwriting.com",22,-1,1,1,37,128,75,03/11/2010 00:00,10/08/2013 00:00,"68.178.254.228","68.178.254.0","US","com",8,0,1,19/11/2011 00:00,19/11/2011 00:00
700,"skorchmagazine.com",1621,-1,1,1,78203,9944,5624,07/02/2008 00:00,10/08/2013 00:00,"208.109.181.175","208.109.181.0","US","com",27,21,1,21/12/2011 00:00,21/12/2011 00:00
701,"selectwell.com",2863,-1,1,1,17399,30642,16234,15/06/2008 00:00,29/06/2013 00:00,"184.172.168.35","184.172.168.0","US","com",11,3,1,13/05/2012 00:00,13/05/2012 00:00
702,"secretsofflatabs.com",190,-1,1,1,3570,1735,1198,21/09/2010 00:00,04/08/2013 00:00,"173.236.10.26","173.236.10.0","US","com",11,0,1,02/12/2011 00:00,05/02/2012 00:00
703,"russwhiterealtor.com",28,-1,1,1,223,806,635,17/03/2013 00:00,10/08/2013 00:00,"69.89.31.167","69.89.31.0","US","com",9,0,1,27/02/2013 00:00,09/07/2013 00:00
704,"roccocozzafitness.com",125,-1,1,1,1806,773,583,24/01/2011 00:00,25/05/2013 00:00,"208.113.168.203","208.113.168.0","US","com",8,1,1,05/05/2012 00:00,05/05/2012 00:00
705,"rexaonline.com",85,-1,1,1,419,3003,1627,10/07/2010 00:00,16/07/2013 00:00,"202.90.194.173","202.90.194.0","ID","com",7,0,1,18/12/2011 00:00,18/12/2011 00:00
706,"reviiew.com",8458,-1,1,1,768004,1454809,188997,23/01/2011 00:00,10/08/2013 00:00,"173.229.1.166","173.229.1.0","US","com",49,11,1,14/06/2012 00:00,14/06/2012 00:00
707,"spreeworld.com",3766,-1,1,1,45883,249543,95011,10/09/2010 00:00,10/08/2013 00:00,"66.147.244.113","66.147.244.0","US","com",32,6,1,28/11/2011 00:00,28/11/2011 00:00
708,"daily.aero",942,-1,1,1,8047,63385,31626,19/11/2010 00:00,04/09/2012 00:00,"93.187.234.141","93.187.234.0","DE","aero",8,5,1,29/11/2011 00:00,29/11/2011 00:00
