"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_househuntinginlasvegas.com","FirstLinkDate_househuntinginlasvegas.com","LastLinkDate_househuntinginlasvegas.com"
676,"quit-smoking-solutions.info",68,-1,1,1,304,150195,68214,13/10/2011 00:00,21/06/2013 00:00,"176.74.176.167","176.74.176.0","UK","info",5,0,1,24/11/2011 00:00,24/11/2011 00:00
677,"citroen2cv.net",3069,-1,1,1,49293,73886,23234,10/07/2008 00:00,09/08/2013 00:00,"212.117.74.30","212.117.74.0","DE","net",18,5,1,29/12/2011 00:00,07/02/2012 00:00
678,"spaidaman.com",14,-1,1,1,180,102,78,30/06/2013 00:00,10/08/2013 00:00,"74.220.207.108","74.220.207.0","US","com",10,0,1,03/11/2012 00:00,30/06/2013 00:00
679,"smartdealzrus.com",82,-1,1,1,249,27895,17889,04/10/2010 00:00,10/08/2013 00:00,"108.163.208.196","108.163.208.0","US","com",15,0,1,22/11/2011 00:00,22/11/2011 00:00
680,"omani4ever.com",1694,-1,1,1,48942,40607,3671,06/12/2011 00:00,30/06/2013 00:00,"67.215.66.132","67.215.66.0","US","com",11,3,1,13/06/2012 00:00,13/06/2012 00:00
681,"nodepositcasinosbonuses.com",1466,-1,1,1,10826,406,372,03/10/2012 00:00,10/08/2013 00:00,"173.201.25.49","173.201.25.0","US","com",16,2,1,03/07/2012 00:00,03/07/2012 00:00
682,"newspapercritics.com",214,-1,1,1,3332,32168,22756,09/12/2010 00:00,26/06/2012 00:00,"208.73.211.152","208.73.211.0","US","com",7,1,1,07/06/2012 00:00,07/06/2012 00:00
683,"nevadaface.com",3,-1,1,1,4,27955,12022,12/03/2013 00:00,31/07/2013 00:00,"108.167.174.46","108.167.174.0","US","com",0,0,1,10/03/2013 00:00,07/07/2013 00:00
684,"networkingland.com",6057,-1,1,1,35867,387069,41333,11/02/2008 00:00,10/08/2013 00:00,"50.63.202.77","50.63.202.0","US","com",15,6,1,29/08/2012 00:00,24/07/2013 00:00
685,"myexclusiveblog.com",1005,-1,1,1,27429,162101,50393,14/05/2011 00:00,10/04/2013 00:00,"64.74.223.43","64.74.223.0","US","com",12,1,1,14/08/2012 00:00,22/12/2012 00:00
686,"mycustomdata.com",1517,-1,1,1,10946,51514,22906,05/08/2008 00:00,10/08/2013 00:00,"66.116.171.54","66.116.171.0","US","com",29,19,1,19/01/2012 00:00,19/01/2012 00:00
687,"mostnewdomains.com",112,-1,1,1,1618,73418,27613,15/10/2011 00:00,17/07/2013 00:00,"69.43.161.167","69.43.161.0","US","com",12,3,1,07/12/2011 00:00,07/12/2011 00:00
688,"modaetendenza.com",118,-1,1,1,371,416,350,07/12/2012 00:00,10/08/2013 00:00,"217.64.195.210","217.64.195.0","IT","com",17,0,1,01/01/2012 00:00,01/01/2012 00:00
689,"omarwireless.com",41,-1,1,1,113,418,254,27/08/2010 00:00,10/08/2013 00:00,"184.168.192.41","184.168.192.0","US","com",7,0,1,16/12/2011 00:00,16/12/2011 00:00
690,"mnare.com",1508,-1,1,1,46710,176955,73281,02/07/2010 00:00,10/08/2013 00:00,"72.9.158.136","72.9.158.0","US","com",30,1,1,23/09/2012 00:00,23/09/2012 00:00
691,"migrentedavisi.com",32,-1,1,1,59,2039,1804,28/02/2011 00:00,08/08/2013 00:00,"37.77.3.254","37.77.3.0","TR","com",9,0,1,22/11/2011 00:00,22/11/2011 00:00
692,"medipicks.com",2039,-1,1,1,24337,88159,34076,01/10/2010 00:00,03/06/2013 00:00,"208.87.34.15","208.87.34.0","BS","com",22,3,1,07/12/2011 00:00,07/12/2011 00:00
693,"medicalmarijuanamassachusetts.com",229,-1,1,1,1535,5193,4643,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","com",23,2,1,22/04/2013 00:00,25/07/2013 00:00
694,"meandbadminton.com",87,-1,1,1,436,81,41,20/06/2012 00:00,11/01/2013 00:00,"74.220.199.6","74.220.199.0","US","com",7,0,1,21/06/2012 00:00,21/06/2012 00:00
695,"maxpellblog.com",274,-1,1,1,2949,44143,13992,02/01/2011 00:00,10/08/2013 00:00,"173.201.146.128","173.201.146.0","US","com",23,19,1,04/07/2012 00:00,04/07/2012 00:00
696,"matureslutszone.com",1563,-1,1,1,33986,6958,5146,12/01/2008 00:00,10/08/2013 00:00,"74.117.176.54","74.117.176.0","US","com",18,3,1,29/06/2012 00:00,29/06/2012 00:00
697,"marlbororidingscommunity.com",828,-1,1,1,6687,17796,9555,04/03/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",19,1,1,25/03/2012 00:00,25/03/2012 00:00
698,"magneticpole.com",12607,-1,1,1,111086,160539,77682,08/02/2008 00:00,10/08/2013 00:00,"75.186.29.106","75.186.29.0","US","com",39,9,1,27/08/2012 00:00,09/01/2013 00:00
699,"maganle.com",334,-1,1,1,1916,14794,14119,20/03/2011 00:00,10/08/2013 00:00,"97.74.144.151","97.74.144.0","US","com",21,5,1,24/12/2011 00:00,19/08/2012 00:00
700,"mkforums.com",5246,-1,1,1,53218,329774,36426,22/12/2011 00:00,06/07/2012 00:00,"208.91.197.13","208.91.197.0","UK","com",18,4,1,16/06/2012 00:00,16/06/2012 00:00
701,"solarpowerfollower.com",1603,-1,1,1,101321,150865,50664,25/10/2011 00:00,10/08/2013 00:00,"66.147.244.94","66.147.244.0","US","com",33,5,1,04/12/2011 00:00,28/09/2012 00:00
702,"onlybigmoms.com",1125,-1,1,1,8278,3021,2030,11/02/2008 00:00,10/08/2013 00:00,"74.117.176.18","74.117.176.0","US","com",14,2,1,19/11/2011 00:00,21/11/2011 00:00
703,"pestermom.com",18046,-1,1,1,315799,320940,158844,24/01/2008 00:00,10/08/2013 00:00,"69.163.248.77","69.163.248.0","US","com",31,28,1,28/12/2012 00:00,28/12/2012 00:00
704,"skyaoye.com",649,-1,1,1,1249,3041,2561,24/03/2008 00:00,29/03/2013 00:00,"208.98.17.14","208.98.17.0","US","com",7,3,1,12/12/2011 00:00,24/01/2012 00:00
705,"skorchmagazine.com",1621,-1,1,1,78203,9944,5624,07/02/2008 00:00,10/08/2013 00:00,"208.109.181.175","208.109.181.0","US","com",27,21,1,21/12/2011 00:00,21/12/2011 00:00
706,"khovanhongai.vn",1426,-1,1,1,8764,41215,16622,14/08/2012 00:00,10/08/2013 00:00,"112.78.2.175","112.78.2.0","VN","vn",32,7,1,08/07/2013 00:00,08/07/2013 00:00
707,"selectwell.com",2863,-1,1,1,17399,30642,16234,15/06/2008 00:00,29/06/2013 00:00,"184.172.168.35","184.172.168.0","US","com",11,3,1,05/12/2011 00:00,05/12/2011 00:00
708,"segundobarrioscene.com",57,-1,1,1,87,1410,743,04/06/2010 00:00,20/07/2013 00:00,"69.163.202.48","69.163.202.0","US","com",9,7,1,14/12/2011 00:00,14/12/2011 00:00
709,"securityandgpstracking.com",90,-1,1,1,451,23304,22285,08/12/2011 00:00,10/08/2013 00:00,"184.170.145.235","184.170.145.0","US","com",18,3,1,06/12/2011 00:00,06/12/2011 00:00
710,"seattletechnicalbooks.com",2122,-1,1,1,35805,141165,69810,12/07/2010 00:00,10/08/2013 00:00,"206.65.185.159","206.65.185.0","US","com",29,22,1,08/03/2013 00:00,08/07/2013 00:00
711,"rollingstock100.com",722,-1,1,1,2915,87676,39239,21/09/2009 00:00,03/08/2013 00:00,"69.43.161.167","69.43.161.0","US","com",16,8,1,13/11/2011 00:00,13/11/2011 00:00
712,"rmcf4arab.com",1153,-1,1,1,16574,120145,52475,16/10/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",21,1,1,06/12/2011 00:00,06/12/2011 00:00
713,"oseberget.com",2133,-1,1,1,18757,46614,24192,09/01/2008 00:00,12/03/2013 00:00,"85.19.150.68","85.19.150.0","NO","com",11,5,1,24/09/2012 00:00,22/03/2013 00:00
714,"rexaonline.com",85,-1,1,1,419,3003,1627,10/07/2010 00:00,16/07/2013 00:00,"202.90.194.173","202.90.194.0","ID","com",7,0,1,18/12/2011 00:00,18/12/2011 00:00
715,"reviiew.com",8458,-1,1,1,768004,1454809,188997,23/01/2011 00:00,10/08/2013 00:00,"173.229.1.166","173.229.1.0","US","com",49,11,1,14/06/2012 00:00,14/06/2012 00:00
716,"retirementcommunitiesaz.com",542,-1,1,1,3265,11280,1559,01/10/2010 00:00,09/08/2013 00:00,"173.225.25.42","173.225.25.0","US","com",24,3,1,11/12/2011 00:00,13/02/2012 00:00
717,"realistika.com",1483,-1,1,1,59527,125885,40069,12/02/2008 00:00,10/08/2013 00:00,"91.196.136.10","91.196.136.0","RU","com",27,7,1,25/05/2013 00:00,25/05/2013 00:00
718,"rap-dome.com",1449,-1,1,1,16259,144026,47414,13/01/2008 00:00,23/02/2013 00:00,"69.175.104.50","69.175.104.0","US","com",11,9,1,05/09/2012 00:00,05/09/2012 00:00
719,"rallyegolfmuseum.com",105,-1,1,1,543,671,340,18/02/2011 00:00,10/08/2013 00:00,"85.214.62.137","85.214.62.0","DE","com",8,1,1,29/11/2011 00:00,14/03/2012 00:00
720,"pnwbb.com",8942,-1,1,1,1564615,158904,44303,11/01/2008 00:00,07/12/2012 00:00,"67.215.66.132","67.215.66.0","US","com",13,6,1,24/06/2012 00:00,20/11/2012 00:00
721,"pinecrestcpa.com",17,-1,1,1,1313,2256,1574,15/04/2011 00:00,16/07/2013 00:00,"72.167.232.196","72.167.232.0","US","com",8,0,1,06/09/2012 00:00,04/03/2013 00:00
722,"petxing.com",236,-1,1,1,21741,12769,3680,10/01/2008 00:00,01/03/2013 00:00,"85.13.146.216","85.13.146.0","DE","com",7,3,1,18/11/2011 00:00,18/11/2011 00:00
723,"petfashionweeksp.com",176,-1,1,1,55087,1102,800,31/03/2010 00:00,09/08/2013 00:00,"37.222.157.48","37.222.157.0","NL","com",15,7,1,03/12/2011 00:00,08/12/2011 00:00
724,"revista24siete.com",281,-1,1,1,9285,2069,762,18/03/2008 00:00,27/07/2013 00:00,"82.98.86.163","82.98.86.0","DE","com",9,8,1,16/12/2011 00:00,16/12/2011 00:00
725,"blik.ws",2955,-1,1,1,162492,199386,52240,23/06/2009 00:00,09/08/2013 00:00,"82.98.86.174","82.98.86.0","DE","ws",18,3,1,11/01/2012 00:00,11/01/2012 00:00
