"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_homeairlv.com","FirstLinkDate_homeairlv.com","LastLinkDate_homeairlv.com"
509,"el-rincon.net",809,-1,1,2,4217,118939,40639,28/01/2008 00:00,10/08/2013 00:00,"217.76.130.52","217.76.130.0","ES","net",25,0,2,27/04/2012 00:00,01/08/2012 00:00
510,"kr.com.tw",2080,-1,1,2,11846,32274,14165,21/01/2008 00:00,28/07/2013 00:00,"122.117.188.222","122.117.188.0","TW","tw",19,17,2,04/05/2011 00:00,16/06/2011 00:00
511,"uspreptalk.com",13066,-1,1,2,116757,176217,41500,23/01/2011 00:00,10/08/2013 00:00,"141.8.225.38","141.8.225.0","CH","com",32,2,2,04/05/2011 00:00,04/08/2011 00:00
512,"ufrforums.com",8340,-1,1,2,77839,153310,84515,12/01/2008 00:00,10/08/2013 00:00,"184.154.165.18","184.154.165.0","US","com",23,3,2,15/05/2011 00:00,23/09/2011 00:00
513,"grahovo.net",7071,-1,1,2,84831,131888,75271,27/01/2008 00:00,10/08/2013 00:00,"208.109.138.73","208.109.138.0","US","net",25,10,2,10/05/2011 00:00,22/07/2011 00:00
514,"tuninghell.com",5173,-1,1,2,47131,418394,100703,09/07/2010 00:00,10/08/2013 00:00,"176.9.23.121","176.9.23.0","DE","com",43,6,2,15/04/2013 00:00,13/07/2013 00:00
515,"saurommexico.com.mx",9502,-1,1,2,75153,31804,12018,28/11/2008 00:00,22/11/2011 00:00,"67.215.77.132","67.215.77.0","US","mx",17,3,2,29/06/2011 00:00,10/10/2011 00:00
516,"forumdunet.net",3281,-1,1,2,14909,11534,8006,31/01/2008 00:00,05/08/2012 00:00,"88.191.67.104","88.191.67.0","FR","net",10,0,2,24/05/2011 00:00,05/09/2011 00:00
517,"herbkit.org",1826,-1,1,2,14861,69899,16434,15/12/2010 00:00,11/02/2013 00:00,"192.154.100.82","192.154.100.0","US","org",12,3,2,25/11/2011 00:00,19/06/2012 00:00
518,"eisblume-music.org",3066,-1,1,2,45235,158835,89289,08/08/2009 00:00,10/08/2013 00:00,"174.36.223.240","174.36.223.0","US","org",21,5,2,04/05/2011 00:00,22/09/2011 00:00
519,"thespawnarmy.com",5031,-1,1,2,21232,14227,6900,13/01/2010 00:00,09/08/2013 00:00,"66.147.240.165","66.147.240.0","US","com",15,1,2,13/10/2011 00:00,13/10/2011 00:00
520,"etelescope.net",82,-1,1,2,975,1852,473,27/10/2011 00:00,,"74.220.219.69","74.220.219.0","US","net",8,0,2,01/12/2011 00:00,01/12/2011 00:00
521,"haengematte.at",4943,-1,1,2,69406,7048,4681,19/04/2008 00:00,09/08/2013 00:00,"80.78.81.194","80.78.81.0","DE","at",27,12,2,25/04/2011 00:00,25/04/2011 00:00
522,"thegeekparade.com",43,-1,1,2,67,1038,576,23/11/2011 00:00,29/06/2013 00:00,"173.201.216.6","173.201.216.0","US","com",7,0,2,18/11/2011 00:00,18/11/2011 00:00
523,"conggiao.net",25811,-1,1,2,1317020,274382,65936,16/02/2008 00:00,10/08/2013 00:00,"173.198.227.78","173.198.227.0","US","net",22,8,2,18/05/2011 00:00,14/10/2011 00:00
524,"theclearingchannel.com",17,-1,1,2,28,278,125,13/11/2010 00:00,27/07/2013 00:00,"174.120.21.250","174.120.21.0","US","com",8,3,2,27/11/2011 00:00,18/12/2011 00:00
525,"almasri88.com",4140,-1,1,2,27398,475290,108622,15/10/2010 00:00,10/08/2013 00:00,"178.63.123.90","178.63.123.0","DE","com",29,6,2,29/05/2013 00:00,29/05/2013 00:00
526,"modifiedfords.co.uk",14481,-1,1,2,147061,31699,16262,29/06/2009 00:00,09/08/2013 00:00,"82.98.86.163","82.98.86.0","DE","uk",16,3,2,24/05/2011 00:00,24/05/2011 00:00
527,"kakui-rice.co.jp",7594,-1,1,2,137273,214,154,20/09/2010 00:00,02/08/2013 00:00,"202.122.193.102","202.122.193.0","JP","jp",13,9,2,22/06/2011 00:00,22/06/2011 00:00
528,"yamib.com",30988,-1,1,2,1192479,570139,59148,24/03/2010 00:00,10/08/2013 00:00,"203.98.175.183","203.98.175.0","HK","com",24,5,2,19/09/2011 00:00,14/10/2011 00:00
529,"thecelebritynews.co.uk",386,-1,1,2,4533,193462,63179,09/09/2010 00:00,26/03/2013 00:00,"50.63.202.21","50.63.202.0","US","uk",9,9,2,18/11/2011 00:00,24/11/2011 00:00
530,"a-class.eu",10218,-1,1,2,60289,17501,6077,01/04/2011 00:00,04/08/2013 00:00,"79.98.24.12","79.98.24.0","LT","eu",14,2,2,16/05/2011 00:00,12/10/2011 00:00
531,"diagramowy.info",2222,-1,1,2,32520,372770,79223,25/03/2011 00:00,28/11/2012 00:00,"176.74.176.167","176.74.176.0","UK","info",12,3,2,26/07/2011 00:00,26/07/2011 00:00
532,"endlesswave.info",101,-1,1,2,1194,492,445,30/09/2010 00:00,20/06/2013 00:00,"184.168.221.32","184.168.221.0","US","info",8,6,2,25/07/2012 00:00,21/03/2013 00:00
533,"aeipj.es",22316,-1,1,2,205847,22979,11173,14/11/2010 00:00,10/08/2013 00:00,"81.169.145.145","81.169.145.0","DE","es",23,16,2,31/07/2011 00:00,24/07/2012 00:00
534,"angelsdemonsmasons.com",47603,-1,1,2,1625828,589601,331826,01/06/2008 00:00,19/01/2013 00:00,"167.206.179.19","167.206.179.0","US","com",23,14,2,15/06/2012 00:00,15/06/2012 00:00
535,"workout-tracker.net",10719,-1,1,2,73115,50189,16567,23/03/2010 00:00,10/08/2013 00:00,"69.163.151.171","69.163.151.0","US","net",27,1,2,11/05/2011 00:00,05/01/2012 00:00
536,"202i.cc",2512,-1,1,2,1047776,150876,139370,26/09/2010 00:00,13/02/2013 00:00,"66.160.173.196","66.160.173.0","US","cc",15,0,2,20/11/2010 00:00,20/11/2010 00:00
537,"forumowo.info",2622,-1,1,2,37346,26612,16153,03/05/2010 00:00,26/09/2011 00:00,"199.101.28.20","199.101.28.0","US","info",7,1,2,01/06/2011 00:00,14/06/2011 00:00
538,"heerewaarden.info",1150,-1,1,2,4022,1905,1032,11/10/2011 00:00,02/07/2013 00:00,"46.235.44.123","46.235.44.0","NL","info",15,3,2,03/05/2011 00:00,03/05/2011 00:00
539,"ikariamlsd.info",7153,-1,1,2,46954,928794,135712,01/09/2010 00:00,07/08/2013 00:00,"50.63.202.86","50.63.202.0","US","info",20,5,2,24/12/2011 00:00,24/12/2011 00:00
540,"constructionchemicals.co.uk",18342,-1,1,2,112052,36729,13524,21/01/2008 00:00,10/08/2013 00:00,"193.201.200.208","193.201.200.0","UK","uk",30,15,2,18/10/2011 00:00,18/10/2011 00:00
541,"akalar.com.br",3236,-1,1,2,19779,30019,21204,26/10/2008 00:00,10/08/2013 00:00,"208.82.16.68","208.82.16.0","US","br",29,6,2,14/05/2011 00:00,21/05/2011 00:00
542,"nienaganny.info",1374,-1,1,2,18271,205425,54635,25/03/2011 00:00,05/12/2012 00:00,"208.87.35.104","208.87.35.0","BS","info",10,2,2,06/08/2011 00:00,06/08/2011 00:00
543,"dracon.biz",7759,-1,1,2,1530591,96217,75308,13/01/2008 00:00,10/08/2013 00:00,"77.92.86.201","77.92.86.0","UK","biz",41,35,2,19/06/2011 00:00,11/10/2011 00:00
544,"world-of-rogues.de",13841,-1,1,2,184101,31279,10110,08/08/2009 00:00,24/09/2012 00:00,"141.8.224.67","141.8.224.0","CH","de",30,4,2,20/10/2011 00:00,03/11/2011 00:00
545,"h2ns.dk",4420,-1,1,2,30343,80614,24092,23/01/2008 00:00,10/08/2013 00:00,"46.30.211.48","46.30.211.0","DK","dk",24,12,2,12/04/2012 00:00,12/04/2012 00:00
546,"bnb-dev.co.uk",4760,-1,1,2,40470,4531,2134,22/09/2010 00:00,10/08/2013 00:00,"91.208.99.12","91.208.99.0","UK","uk",16,4,2,30/12/2011 00:00,30/12/2011 00:00
547,"yours.ca",43237,-1,1,2,2137632,216366,128193,29/01/2008 00:00,09/08/2013 00:00,"82.98.86.169","82.98.86.0","DE","ca",25,25,2,25/07/2011 00:00,25/07/2011 00:00
548,"gasta.eu",307,-1,1,2,617030,1492725,1492725,21/01/2008 00:00,07/08/2013 00:00,"91.210.235.70","91.210.235.0","IE","eu",0,0,2,16/12/2011 00:00,06/01/2012 00:00
549,"betasigma.ca",967,-1,1,2,3344,38341,14964,27/01/2008 00:00,10/08/2013 00:00,"50.62.228.1","50.62.228.0","US","ca",12,2,2,29/02/2012 00:00,29/02/2012 00:00
550,"shepherdgerman.net",1409,-1,1,2,7174,9260,2793,27/05/2011 00:00,12/01/2013 00:00,"184.168.221.71","184.168.221.0","US","net",9,0,2,02/06/2011 00:00,11/09/2011 00:00
551,"sight.net",35791,-1,1,2,1418585,102997,68216,18/07/2009 00:00,10/08/2013 00:00,"184.168.221.4","184.168.221.0","US","net",20,6,2,07/06/2011 00:00,25/10/2011 00:00
552,"sayuen.net",12716,-1,1,2,117384,19223,12453,28/02/2008 00:00,01/08/2013 00:00,"66.147.244.107","66.147.244.0","US","net",18,3,2,10/05/2011 00:00,06/09/2011 00:00
553,"savethe68.net",6933,-1,1,2,82028,18148,14565,07/10/2010 00:00,12/05/2013 00:00,"66.147.242.168","66.147.242.0","US","net",9,0,2,02/05/2011 00:00,05/05/2011 00:00
554,"yark.fr",10070,-1,1,2,62540,691512,153048,24/01/2008 00:00,10/08/2013 00:00,"82.165.83.233","82.165.83.0","DE","fr",20,4,2,30/06/2011 00:00,07/12/2011 00:00
555,"voix-eidolon.fr",2421,-1,1,2,19944,7377,6539,04/08/2009 00:00,09/08/2013 00:00,"82.165.205.171","82.165.205.0","DE","fr",22,4,2,21/04/2011 00:00,21/04/2011 00:00
556,"tvclassic.net",5020,-1,1,2,57751,92694,37492,31/01/2008 00:00,10/08/2013 00:00,"208.109.78.136","208.109.78.0","US","net",29,14,2,01/01/2012 00:00,07/01/2012 00:00
557,"acura-auto.info",80,-1,1,2,203,101129,82580,08/12/2011 00:00,10/08/2013 00:00,"176.9.143.229","176.9.143.0","DE","info",15,0,2,18/12/2012 00:00,07/05/2013 00:00
558,"iep-toulouse.fr",18852,-1,1,2,401288,101541,68432,26/01/2008 00:00,31/01/2013 00:00,"195.220.59.115","195.220.59.0","FR","fr",16,7,2,08/10/2011 00:00,08/10/2011 00:00
559,"sportsagents.net",3291,-1,1,2,15807,20111,8511,11/01/2008 00:00,09/08/2013 00:00,"50.21.182.134","50.21.182.0","US","net",19,9,2,17/12/2011 00:00,17/12/2011 00:00
560,"rainbowdance.net",4252,-1,1,2,19327,9001,7882,22/06/2008 00:00,01/08/2013 00:00,"202.74.20.158","202.74.20.0","JP","net",18,13,2,30/05/2011 00:00,30/05/2011 00:00
561,"ps3forums.net",8361,-1,1,2,65288,9999,5309,21/07/2010 00:00,09/08/2013 00:00,"184.168.221.45","184.168.221.0","US","net",18,2,2,12/10/2011 00:00,12/10/2011 00:00
562,"interculturalarts.co.uk",13615,-1,1,2,99095,63793,36308,01/11/2009 00:00,10/08/2013 00:00,"46.30.211.50","46.30.211.0","DK","uk",22,11,2,10/11/2011 00:00,25/11/2011 00:00
563,"myfastfood.eu",1594,-1,1,2,7275,18442,3819,08/04/2009 00:00,08/08/2013 00:00,"94.23.42.97","94.23.42.0","FR","eu",26,0,2,25/04/2011 00:00,04/05/2011 00:00
564,"kmzdy.eu",31840,-1,1,2,690375,168943,91262,02/07/2008 00:00,10/08/2013 00:00,"77.93.211.217","77.93.211.0","CZ","eu",32,8,2,14/11/2011 00:00,14/11/2011 00:00
565,"bestmastermind.info",7933,-1,1,2,45326,737132,337856,19/05/2009 00:00,10/08/2013 00:00,"198.7.62.100","198.7.62.0","US","info",12,5,2,11/10/2011 00:00,11/10/2011 00:00
566,"yamamotomasaki.com",273,-1,1,2,1908,1442,1044,29/11/2012 00:00,07/08/2013 00:00,"220.110.51.147","220.110.51.0","JP","com",21,5,2,21/11/2012 00:00,18/07/2013 00:00
567,"thriller-ebooks.de",184,-1,1,2,1528,3734,1888,10/12/2009 00:00,18/01/2013 00:00,"195.143.188.164","195.143.188.0","UK","de",9,1,2,19/11/2011 00:00,19/11/2011 00:00
568,"startrek-club.de",4982,-1,1,2,72637,107031,46361,11/01/2008 00:00,10/08/2013 00:00,"85.13.128.44","85.13.128.0","DE","de",17,21,2,10/05/2011 00:00,07/06/2011 00:00
569,"ii33.co",2521,-1,1,2,1002205,150786,121723,26/09/2010 00:00,03/02/2013 00:00,"66.160.134.83","66.160.134.0","US","co",15,6,2,14/11/2010 00:00,14/11/2010 00:00
570,"medicalmarijuanaconnecticut.net",33,-1,1,2,269,3623,3346,26/02/2013 00:00,01/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",11,0,2,11/05/2013 00:00,30/07/2013 00:00
571,"ll7.co",2549,-1,1,2,1002176,151918,124939,26/09/2010 00:00,29/01/2013 00:00,"66.160.134.75","66.160.134.0","US","co",14,0,2,17/10/2010 00:00,17/10/2010 00:00
572,"matthanson.net",15853,-1,1,2,185306,44094,36939,15/04/2008 00:00,10/08/2013 00:00,"129.121.133.62","129.121.133.0","US","net",40,17,2,08/06/2013 00:00,08/06/2013 00:00
573,"diktiergeraete-forum.de",5866,-1,1,2,30357,328179,171529,01/02/2010 00:00,26/07/2013 00:00,"85.13.133.58","85.13.133.0","DE","de",36,12,2,14/07/2013 00:00,14/07/2013 00:00
574,"linux10.net",790,-1,1,2,3135,90781,29626,13/07/2008 00:00,09/08/2013 00:00,"95.173.190.185","95.173.190.0","TR","net",21,0,2,20/12/2011 00:00,29/12/2011 00:00
575,"123nanny.com",22117,-1,1,2,587246,89461,47738,23/07/2010 00:00,17/07/2013 00:00,"67.20.76.114","67.20.76.0","US","com",28,6,2,23/10/2012 00:00,23/10/2012 00:00
576,"medicalmarijuanaidaho.net",139,-1,1,2,1316,4784,4284,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",24,2,2,01/05/2013 00:00,22/07/2013 00:00
577,"dasblutderrosen.de",12146,-1,1,2,92800,68142,18157,05/12/2008 00:00,03/03/2012 00:00,"85.25.16.184","85.25.16.0","DE","de",15,2,2,30/05/2011 00:00,23/02/2012 00:00
578,"prexon.nl",49925,-1,1,2,2158514,312652,163201,10/01/2008 00:00,10/08/2013 00:00,"94.126.37.66","94.126.37.0","NL","nl",29,12,2,06/05/2011 00:00,22/05/2011 00:00
579,"leshurleurs.net",10031,-1,1,2,120995,108528,35469,27/01/2008 00:00,10/08/2013 00:00,"213.186.33.17","213.186.33.0","FR","net",23,17,2,18/12/2011 00:00,18/12/2011 00:00
580,"falanga.cz",1283,-1,1,2,23918,16378,6768,22/09/2009 00:00,09/08/2013 00:00,"81.2.194.128","81.2.194.0","CZ","cz",15,11,2,01/06/2011 00:00,01/06/2011 00:00
581,"vaska.com.ua",4318,-1,1,2,22115,9580,3533,17/02/2009 00:00,03/08/2013 00:00,"193.169.188.217","193.169.188.0","UA","ua",15,1,2,13/11/2011 00:00,13/11/2011 00:00
582,"web3.nl",6313,-1,1,2,406926,340796,118007,14/01/2008 00:00,10/08/2013 00:00,"46.51.195.120","46.51.195.0","IE","nl",38,18,2,24/05/2012 00:00,17/07/2013 00:00
583,"silverstars.no",1696,-1,1,2,7986,6611,2323,12/08/2009 00:00,28/04/2011 00:00,"193.202.110.95","193.202.110.0","DK","no",8,1,2,04/05/2011 00:00,19/05/2011 00:00
584,"theta.nu",9080,-1,1,2,117070,75968,37667,25/01/2008 00:00,10/08/2013 00:00,"89.221.250.18","89.221.250.0","SE","nu",28,9,2,04/05/2013 00:00,10/07/2013 00:00
585,"o-creations.nl",14144,-1,1,2,201393,50603,19675,19/10/2010 00:00,26/05/2013 00:00,"188.93.150.32","188.93.150.0","NL","nl",16,2,2,25/04/2011 00:00,02/05/2011 00:00
586,"draakskuh.nl",5503,-1,1,2,27863,9124,3893,18/02/2010 00:00,02/05/2011 00:00,"92.48.206.17","92.48.206.0","NL","nl",8,0,2,10/05/2011 00:00,13/07/2011 00:00
587,"family-top.de",298,-1,1,2,2491,24264,4870,28/10/2009 00:00,10/08/2013 00:00,"217.172.183.204","217.172.183.0","DE","de",7,0,2,29/04/2011 00:00,29/04/2011 00:00
588,"novaguild.us",510,-1,1,2,1369,28136,24524,18/06/2008 00:00,10/08/2013 00:00,"208.109.181.231","208.109.181.0","US","us",12,2,2,25/04/2011 00:00,25/04/2011 00:00
589,"saywhaaat.de",39,-1,1,2,238,331,263,08/02/2011 00:00,31/05/2013 00:00,"216.8.179.25","216.8.179.0","CA","de",7,1,2,11/05/2012 00:00,11/05/2012 00:00
590,"st-rt.info",20562,-1,1,2,285553,67699,52350,19/02/2009 00:00,10/08/2013 00:00,"195.184.64.35","195.184.64.0","NL","info",36,19,2,25/03/2013 00:00,27/03/2013 00:00
591,"cskin.cn",7231,-1,1,2,91638,180688,75996,11/01/2008 00:00,10/08/2013 00:00,"183.60.158.7","183.60.158.0","CN","cn",22,10,2,26/07/2012 00:00,26/07/2012 00:00
592,"negaheno.net",929,-1,1,2,20777,18287,9867,27/06/2008 00:00,10/08/2013 00:00,"65.254.250.109","65.254.250.0","US","net",26,8,2,24/07/2012 00:00,24/07/2012 00:00
593,"myteamspeak.net",1128,-1,1,2,7163,2076,1267,13/10/2011 00:00,10/08/2013 00:00,"216.59.1.16","216.59.1.0","US","net",10,0,2,02/05/2011 00:00,08/05/2011 00:00
594,"frankvandervorm.nl",9574,-1,1,2,68200,148322,85587,04/12/2008 00:00,28/06/2013 00:00,"188.93.150.34","188.93.150.0","NL","nl",21,5,2,04/03/2013 00:00,04/03/2013 00:00
595,"monrose1.de",1795,-1,1,2,577326,445541,200760,16/01/2008 00:00,29/07/2013 00:00,"174.120.189.7","174.120.189.0","US","de",19,12,2,25/03/2013 00:00,25/03/2013 00:00
596,"medicalmarijuanamassachusetts.net",111,-1,1,2,315,4112,3696,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",19,0,2,12/03/2013 00:00,09/08/2013 00:00
597,"myswailes.net",2915,-1,1,2,8720,10988,3143,20/10/2010 00:00,04/08/2013 00:00,"208.113.219.58","208.113.219.0","US","net",15,2,2,02/05/2011 00:00,18/05/2011 00:00
598,"washingmachinetop.info",7,-1,1,2,210,2213,2036,01/06/2013 00:00,03/08/2013 00:00,"","","","info",6,0,2,02/06/2013 00:00,02/06/2013 00:00
599,"medicalmarijuanavirginia.net",49,-1,1,2,514,3954,3692,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",15,0,2,18/04/2013 00:00,27/07/2013 00:00
600,"kabelblume.de",6042,-1,1,2,71332,35874,12728,28/01/2008 00:00,11/07/2013 00:00,"141.8.224.70","141.8.224.0","CH","de",17,10,2,22/06/2011 00:00,14/08/2011 00:00
601,"medicalmarijuanatexas.net",72,-1,1,2,508,4443,3930,24/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",16,2,2,26/02/2013 00:00,23/07/2013 00:00
602,"medicalmarijuanatennessee.net",382,-1,1,2,12038,4675,3941,06/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",26,2,2,12/05/2013 00:00,08/08/2013 00:00
603,"201i.co",2534,-1,1,2,1001768,152072,142090,26/09/2010 00:00,20/04/2012 00:00,"173.192.117.66","173.192.117.0","US","co",10,4,2,13/12/2010 00:00,13/12/2010 00:00
604,"cronor.it",10000,-1,1,2,74615,25623,9879,15/06/2008 00:00,30/04/2011 00:00,"199.101.28.20","199.101.28.0","US","it",12,6,2,23/05/2011 00:00,23/05/2011 00:00
605,"hoor-over-otosclerose.nl",905,-1,1,2,2986,1731,752,25/05/2010 00:00,23/11/2011 00:00,"216.8.179.25","216.8.179.0","CA","nl",8,6,2,25/04/2011 00:00,25/04/2011 00:00
606,"siracusaweb.tv",2030,-1,1,2,9024,15254,4461,16/02/2008 00:00,10/08/2013 00:00,"62.149.131.160","62.149.131.0","IT","tv",20,0,2,20/05/2011 00:00,25/01/2012 00:00
607,"jcpanzerfaust.de",10511,-1,1,2,58913,89956,17596,09/12/2009 00:00,10/08/2013 00:00,"94.100.20.12","94.100.20.0","NL","de",30,5,2,26/06/2012 00:00,20/07/2013 00:00
608,"eseloow.com",2584,-1,1,2,76734,495063,47808,06/01/2010 00:00,24/07/2013 00:00,"188.92.75.60","188.92.75.0","LV","com",15,3,2,19/03/2011 00:00,16/05/2011 00:00
609,"hellomotoq.com",7828,-1,1,2,150219,831329,128287,09/01/2008 00:00,10/08/2013 00:00,"64.130.35.241","64.130.35.0","US","com",39,5,2,03/08/2011 00:00,31/03/2012 00:00
610,"google-phone.ru",17106,-1,1,2,279039,82914,44798,02/06/2008 00:00,10/08/2013 00:00,"92.53.115.179","92.53.115.0","RU","ru",32,8,2,01/12/2011 00:00,24/11/2012 00:00
611,"persianoz.com",995,-1,1,2,8417,87107,25322,29/11/2009 00:00,09/08/2013 00:00,"198.38.82.69","198.38.82.0","US","com",19,1,2,14/06/2012 00:00,14/06/2012 00:00
612,"awangarda.pl",20806,-1,1,2,272829,169387,42082,04/08/2008 00:00,10/08/2013 00:00,"62.129.230.191","62.129.230.0","PL","pl",49,18,2,29/03/2013 00:00,29/03/2013 00:00
613,"coolz-server.com",23373,-1,1,2,1112496,3012462,603688,27/03/2008 00:00,10/08/2013 00:00,"103.7.57.57","103.7.57.0","TH","com",25,9,2,01/06/2011 00:00,25/04/2012 00:00
614,"love-gucci-lv.com",18039,-1,1,2,610252,5156845,606988,07/07/2009 00:00,11/07/2013 00:00,"199.101.28.20","199.101.28.0","US","com",18,1,2,13/05/2011 00:00,09/02/2012 00:00
615,"elysiangaming.com",2725,-1,1,2,11630,6456,3159,17/03/2009 00:00,20/11/2010 00:00,"67.215.66.132","67.215.66.0","US","com",10,1,2,11/05/2011 00:00,13/07/2011 00:00
616,"emi-fan.com",2326,-1,1,2,11278,471,399,13/12/2008 00:00,10/08/2013 00:00,"210.150.5.41","210.150.5.0","JP","com",20,9,2,26/05/2011 00:00,26/06/2011 00:00
617,"loanmodcompaniessuck.com",4853,-1,1,2,20972,8783,3472,24/05/2011 00:00,22/07/2013 00:00,"184.168.221.24","184.168.221.0","US","com",15,1,2,25/05/2011 00:00,24/10/2011 00:00
618,"gzaerf.com",2109,-1,1,2,17261,17267,6530,28/05/2008 00:00,20/02/2013 00:00,"204.12.198.60","204.12.198.0","US","com",9,3,2,04/05/2011 00:00,06/09/2011 00:00
619,"xtion.org",5804,-1,1,2,29668,8221,3368,07/05/2009 00:00,02/08/2013 00:00,"213.169.63.254","213.169.63.0","BG","org",13,0,2,06/05/2011 00:00,06/05/2011 00:00
620,"mathuradirectory.com",229,-1,1,2,805,4407,2027,07/12/2010 00:00,11/05/2011 00:00,"67.215.66.132","67.215.66.0","US","com",6,0,2,09/05/2011 00:00,26/06/2011 00:00
621,"yal-med.ru",3767,-1,1,2,14795,9849,3736,05/07/2010 00:00,10/08/2013 00:00,"81.177.6.152","81.177.6.0","RU","ru",19,3,2,19/06/2011 00:00,26/10/2011 00:00
622,"plugtrade.com",13280,-1,1,2,166780,32888,11511,18/09/2009 00:00,09/08/2013 00:00,"74.50.13.90","74.50.13.0","US","com",26,3,2,03/05/2011 00:00,03/05/2011 00:00
623,"equisde.com",1294,-1,1,2,3806,2506,1272,15/01/2008 00:00,19/01/2012 00:00,"77.232.66.209","77.232.66.0","EU","com",11,5,2,21/04/2011 00:00,26/04/2011 00:00
624,"erbaa60.com",1615,-1,1,2,46355,10523,8270,14/10/2008 00:00,09/07/2013 00:00,"31.169.80.58","31.169.80.0","TR","com",14,6,2,29/04/2011 00:00,29/04/2011 00:00
625,"webmasterforums.org",19331,-1,1,2,260612,166693,36695,24/01/2008 00:00,10/08/2013 00:00,"174.136.50.104","174.136.50.0","US","org",20,3,2,13/11/2011 00:00,13/11/2011 00:00
626,"pregnancyweeklyplan.com",14891,-1,1,2,351651,40396,12148,03/05/2010 00:00,10/08/2013 00:00,"98.129.229.32","98.129.229.0","US","com",23,7,2,04/05/2011 00:00,04/05/2011 00:00
627,"birthdaybowl.com",13610,-1,1,2,123493,61955,26497,05/04/2009 00:00,25/04/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",13,2,2,17/07/2011 00:00,15/08/2011 00:00
628,"bigone-ranking.com",6105,-1,1,2,2980977,45316402,1483084,25/10/2008 00:00,25/03/2013 00:00,"192.244.203.83","192.244.203.0","JP","com",11,5,2,02/05/2011 00:00,02/05/2011 00:00
629,"uceas.org",55,-1,1,2,6028,35194,22153,29/06/2008 00:00,12/05/2013 00:00,"72.52.141.102","72.52.141.0","US","org",5,5,2,08/03/2013 00:00,08/03/2013 00:00
630,"biglustyboobs.com",366,-1,1,2,3187,79125,53408,02/08/2008 00:00,10/08/2013 00:00,"173.245.60.78","173.245.60.0","US","com",10,2,2,18/12/2011 00:00,14/06/2012 00:00
631,"greaticemachine.com",13,-1,1,2,67,7129,5827,28/03/2013 00:00,19/07/2013 00:00,"","","","com",7,0,2,05/05/2013 00:00,05/05/2013 00:00
632,"balotesti-rezidential.ro",7099,-1,1,2,38897,35161,22479,26/12/2010 00:00,30/07/2013 00:00,"89.37.120.230","89.37.120.0","RO","ro",15,7,2,25/04/2011 00:00,29/04/2011 00:00
633,"gratitudecreatesmiracles.com",11823,-1,1,2,63683,25276,8390,23/09/2010 00:00,08/07/2013 00:00,"64.64.22.160","64.64.22.0","US","com",20,3,2,28/10/2011 00:00,04/11/2011 00:00
634,"rampagenetwork.com",5250,-1,1,2,439063,192420,109884,03/02/2008 00:00,10/08/2013 00:00,"173.236.193.135","173.236.193.0","US","com",32,25,2,04/05/2011 00:00,05/06/2011 00:00
635,"rebeccakolls.com",6603,-1,1,2,52759,16482,11834,22/01/2008 00:00,04/08/2013 00:00,"67.225.207.248","67.225.207.0","US","com",17,30,2,25/10/2011 00:00,25/10/2011 00:00
636,"bluestarsadmissionsconsulting.com",140,-1,1,2,4156,987,845,12/11/2010 00:00,08/08/2013 00:00,"129.121.177.79","129.121.177.0","US","com",12,9,2,05/12/2011 00:00,29/02/2012 00:00
637,"jabmax.com",7681,-1,1,2,42327,30472,17237,07/03/2008 00:00,31/07/2013 00:00,"184.172.160.32","184.172.160.0","US","com",29,11,2,01/11/2011 00:00,01/11/2011 00:00
638,"real-tuning.ru",8971,-1,1,2,82318,60245,30145,04/11/2008 00:00,10/08/2013 00:00,"178.208.83.21","178.208.83.0","RU","ru",27,14,2,26/07/2012 00:00,26/07/2012 00:00
639,"peniksenpidennys.com",7039,-1,1,2,186211,13239,4259,13/12/2009 00:00,07/08/2013 00:00,"91.192.110.221","91.192.110.0","ES","com",16,6,2,18/11/2011 00:00,18/11/2011 00:00
640,"bytesharing.com",27821,-1,1,2,386507,47601,22051,23/01/2008 00:00,10/08/2013 00:00,"208.113.169.169","208.113.169.0","US","com",24,5,2,15/10/2011 00:00,15/10/2011 00:00
